"Scientific_Name","sig","Bioregion","conditions","speciesID","currentScientificName","combo"
"Poa labillardierei","C","BBS","cover of less than 25%; C/A score of 4 or lower","11196","Poa labillardierei var. labillardierei","11196_BBS"
"Poa labillardierei","C","BBS",NA,"11196","Poa labillardierei var. labillardierei","11196_BBS"
"Poa labillardierei","A","MON","cover of 25% or more; C/A score of 5 or higher","11196","Poa labillardierei var. labillardierei","11196_MON"
"Poa labillardierei","C","MON","cover of less than 25%; C/A score of 4 or lower","11196","Poa labillardierei var. labillardierei","11196_MON"
"Poa labillardierei","C","MON",NA,"11196","Poa labillardierei var. labillardierei","11196_MON"
"Poa labillardierei","B","NSS",NA,"11196","Poa labillardierei var. labillardierei","11196_NSS"
"Poa labillardierei","A","RIV","cover of 25% or greater; C/A score of 5 or higher","11196","Poa labillardierei var. labillardierei","11196_RIV"
"Poa labillardierei","C","RIV","cover of less than 25%; C/A score of 4 or lower","11196","Poa labillardierei var. labillardierei","11196_RIV"
"Poa labillardierei","C","RIV",NA,"11196","Poa labillardierei var. labillardierei","11196_RIV"
"Poa labillardierei","A","SEH","cover of 25% or more; C/A score of 5 or higher","11196","Poa labillardierei var. labillardierei","11196_SEH"
"Poa labillardierei","C","SEH","cover of less than 25%; C/A score of 4 or lower","11196","Poa labillardierei var. labillardierei","11196_SEH"
"Poa labillardierei","C","SEH",NA,"11196","Poa labillardierei var. labillardierei","11196_SEH"
"Gingidia harveyana","A","MON",NA,"1120","Gingidia harveyana","1120_MON"
"Pittosporum angustifolium","A","BBS",NA,"11202","Pittosporum angustifolium","11202_BBS"
"Pittosporum angustifolium","A","NSS",NA,"11202","Pittosporum angustifolium","11202_NSS"
"Pittosporum angustifolium","B","RIV",NA,"11202","Pittosporum angustifolium","11202_RIV"
"Hydrocotyle algida","C","MON",NA,"1122","Hydrocotyle algida","1122_MON"
"Hydrocotyle algida","B","NSS",NA,"1122","Hydrocotyle algida","1122_NSS"
"Hydrocotyle algida","B","SEH",NA,"1122","Hydrocotyle algida","1122_SEH"
"Paraserianthes lophantha","Y","NSS",NA,"11224","Paraserianthes lophantha subsp. lophantha","11224_NSS"
"Caladenia caerulea","A","SEH",NA,"11228","Cyanicula caerulea","11228_SEH"
"Diuris chryseopsis","A","MON",NA,"11232","Diuris chryseopsis","11232_MON"
"Diuris chryseopsis","A","NSS",NA,"11232","Diuris chryseopsis","11232_NSS"
"Diuris chryseopsis","A","SEH",NA,"11232","Diuris chryseopsis","11232_SEH"
"Hydrocotyle callicarpa","B","NSS",NA,"1124","Hydrocotyle callicarpa","1124_NSS"
"Hydrocotyle callicarpa","B","SEH",NA,"1124","Hydrocotyle callicarpa","1124_SEH"
"Pultenaea humilis","A","NSS",NA,"11243","Pultenaea humilis","11243_NSS"
"Hydrocotyle foveolata","B","NSS",NA,"1125","Hydrocotyle foveolata","1125_NSS"
"Agrostis sp. A","C","NSS",NA,"11263","Agrostis bettyae","11263_NSS"
"Diuris monticola","A","MON",NA,"11272","Diuris monticola","11272_MON"
"Scleranthus fasciculatus","B","MON",NA,"11277","Scleranthus fasciculatus","11277_MON"
"Scleranthus fasciculatus","A","SEH",NA,"11277","Scleranthus fasciculatus","11277_SEH"
"Hydrocotyle laxiflora","C","BBS",NA,"1128","Hydrocotyle laxiflora","1128_BBS"
"Hydrocotyle laxiflora","B","MON",NA,"1128","Hydrocotyle laxiflora","1128_MON"
"Hydrocotyle laxiflora","B","NSS",NA,"1128","Hydrocotyle laxiflora","1128_NSS"
"Hydrocotyle laxiflora","B","RIV",NA,"1128","Hydrocotyle laxiflora","1128_RIV"
"Hydrocotyle laxiflora","B","SEH",NA,"1128","Hydrocotyle laxiflora","1128_SEH"
"Leptorhynchos orientalis","A","NSS",NA,"11295","Leptorhynchos orientalis","11295_NSS"
"Leptorhynchos orientalis","A","RIV",NA,"11295","Leptorhynchos orientalis","11295_RIV"
"Rubus fruticosus sp. agg.","Y","MON",NA,"11303","Rubus fruticosus sp. agg.","11303_MON"
"Rubus fruticosus","Y","NSS",NA,"11303","Rubus fruticosus sp. agg.","11303_NSS"
"Rubus fruticosus","Y","SEH",NA,"11303","Rubus fruticosus sp. agg.","11303_SEH"
"Convolvulus tedmoorei","A","RIV",NA,"11311","Convolvulus tedmoorei","11311_RIV"
"Eucalyptus cladocalyx","Y","NSS",NA,"11313","Eucalyptus cladocalyx","11313_NSS"
"Hydrocotyle tripartita","B","BBS",NA,"1132","Hydrocotyle tripartita","1132_BBS"
"Hydrocotyle tripartita","B","MON",NA,"1132","Hydrocotyle tripartita","1132_MON"
"Hydrocotyle tripartita","B","NSS",NA,"1132","Hydrocotyle tripartita","1132_NSS"
"Hydrocotyle tripartita","B","SEH",NA,"1132","Hydrocotyle tripartita","1132_SEH"
"Glycine stenophita","A","BBS",NA,"11320","Glycine stenophita","11320_BBS"
"Glycine stenophita","A","NSS",NA,"11320","Glycine stenophita","11320_NSS"
"Brachyscome chrysoglossa","A","BBS",NA,"11322","Brachyscome chrysoglossa","11322_BBS"
"Brachyscome chrysoglossa","A","NSS",NA,"11322","Brachyscome chrysoglossa","11322_NSS"
"Brachyscome chrysoglossa","A","RIV",NA,"11322","Brachyscome chrysoglossa","11322_RIV"
"Lilaeopsis polyantha","A","MON",NA,"1134","Lilaeopsis polyantha","1134_MON"
"Oreomyrrhis argentea","A","MON",NA,"1135","Oreomyrrhis argentea","1135_MON"
"Xerochrysum bracteatum","A","BBS",NA,"11377","Xerochrysum bracteatum","11377_BBS"
"Xerochrysum bracteatum","A","MON",NA,"11377","Xerochrysum bracteatum","11377_MON"
"Xerochrysum bracteatum","A","NSS",NA,"11377","Xerochrysum bracteatum","11377_NSS"
"Xerochrysum bracteatum","A","RIV",NA,"11377","Xerochrysum bracteatum","11377_RIV"
"Xerochrysum bracteatum","A","SEH",NA,"11377","Xerochrysum bracteatum","11377_SEH"
"Xerochrysum palustre","A","MON",NA,"11378","Xerochrysum palustre","11378_MON"
"Xerochrysum subundulatum","A","MON",NA,"11379","Xerochrysum subundulatum","11379_MON"
"Xerochrysum subundulatum","A","SEH",NA,"11379","Xerochrysum subundulatum","11379_SEH"
"Oreomyrrhis eriopoda","A","BBS",NA,"1138","Oreomyrrhis eriopoda","1138_BBS"
"Oreomyrrhis eriopoda","A","MON",NA,"1138","Oreomyrrhis eriopoda","1138_MON"
"Oreomyrrhis eriopoda","A","NSS",NA,"1138","Oreomyrrhis eriopoda","1138_NSS"
"Oreomyrrhis eriopoda","A","SEH",NA,"1138","Oreomyrrhis eriopoda","1138_SEH"
"Xerochrysum viscosum","A","BBS",NA,"11380","Xerochrysum viscosum","11380_BBS"
"Xerochrysum viscosum","A","MON",NA,"11380","Xerochrysum viscosum","11380_MON"
"Xerochrysum viscosum","A","NSS",NA,"11380","Xerochrysum viscosum","11380_NSS"
"Xerochrysum viscosum","A","RIV",NA,"11380","Xerochrysum viscosum","11380_RIV"
"Xerochrysum viscosum","A","SEH",NA,"11380","Xerochrysum viscosum","11380_SEH"
"Lachnagrostis filiformis","C","BBS",NA,"11388","Lachnagrostis filiformis","11388_BBS"
"Lachnagrostis filiformis","C","MON",NA,"11388","Lachnagrostis filiformis","11388_MON"
"Lachnagrostis filiformis","C","NSS",NA,"11388","Lachnagrostis filiformis","11388_NSS"
"Lachnagrostis filiformis","C","RIV",NA,"11388","Lachnagrostis filiformis","11388_RIV"
"Malus pumila","Y","MON",NA,"11390","Malus pumila","11390_MON"
"Lachnagrostis aemula","B","BBS",NA,"11394","Lachnagrostis aemula","11394_BBS"
"Lachnagrostis aemula","C","MON",NA,"11394","Lachnagrostis aemula","11394_MON"
"Lachnagrostis aemula","C","NSS",NA,"11394","Lachnagrostis aemula","11394_NSS"
"Lachnagrostis aemula","C","SEH",NA,"11394","Lachnagrostis aemula","11394_SEH"
"Lachnagrostis meionectes","C","MON",NA,"11396","Lachnagrostis meionectes","11396_MON"
"Verbena rigida","Y","BBS",NA,"11406","Verbena rigida var. rigida","11406_BBS"
"Lavandula spp.","Y","NSS",NA,"11425","Lavandula spp.","11425_NSS"
"Platysace ericoides","B","NSS",NA,"1143","Platysace ericoides","1143_NSS"
"Euchiton japonicus","C","BBS",NA,"11439","Euchiton japonicus","11439_BBS"
"Euchiton gymnocephalus","C","MON",NA,"11439","Euchiton japonicus","11439_MON"
"Euchiton gymnocephalus","C","NSS",NA,"11439","Euchiton japonicus","11439_NSS"
"Euchiton gymnocephalus","C","SEH",NA,"11439","Euchiton japonicus","11439_SEH"
"Platysace lanceolata","*","MON",NA,"1144","Platysace lanceolata","1144_MON"
"Platysace lanceolata","B","NSS",NA,"1144","Platysace lanceolata","1144_NSS"
"Diuris behrii","A","MON",NA,"11454","Diuris behrii","11454_MON"
"Diuris behrii","A","NSS",NA,"11454","Diuris behrii","11454_NSS"
"Diuris behrii","A","SEH",NA,"11454","Diuris behrii","11454_SEH"
"Scandix pecten-veneris","Z","NSS",NA,"1147","Scandix pecten-veneris","1147_NSS"
"Torilis nodosa","Z","NSS",NA,"1150","Torilis nodosa","1150_NSS"
"Trachymene incisa","B","BBS",NA,"1154","Trachymene incisa","1154_BBS"
"Rubus moluccanus","B","NSS",NA,"11587","Rubus moluccanus","11587_NSS"
"Glycine pacifica","B","BBS",NA,"11615","Glycine pacifica","11615_BBS"
"Convolvulus graminetinus","A","BBS",NA,"11616","Convolvulus graminetinus","11616_BBS"
"Convolvulus graminetinus","B","RIV",NA,"11616","Convolvulus graminetinus","11616_RIV"
"Convolvulus graminetinus","B","SEH",NA,"11616","Convolvulus graminetinus","11616_SEH"
"Convolvulus wimmerensis","A","RIV",NA,"11617","Convolvulus wimmerensis","11617_RIV"
"Xanthosia pilosa","A","NSS",NA,"1162","Xanthosia pilosa","1162_NSS"
"Convolvulus recurvatus","A","RIV",NA,"11621","Convolvulus recurvatus subsp. recurvatus","11621_RIV"
"Senecio microbasis","C","MON",NA,"11629","Senecio microbasis","11629_MON"
"Senecio nigrapicus","C","MON",NA,"11631","Senecio nigrapicus","11631_MON"
"Senecio macrocarpus","A","SEH",NA,"11633","Senecio macrocarpus","11633_SEH"
"Senecio prenanthoides","C","BBS",NA,"11634","Senecio prenanthoides","11634_BBS"
"Senecio prenanthoides","C","MON",NA,"11634","Senecio prenanthoides","11634_MON"
"Senecio prenanthoides","C","NSS",NA,"11634","Senecio prenanthoides","11634_NSS"
"Senecio prenanthoides","C","SEH",NA,"11634","Senecio prenanthoides","11634_SEH"
"Senecio sp. 1","C","NSS",NA,"11635","Senecio extensus","11635_NSS"
"Alstonia constricta","B","BBS",NA,"1164","Alstonia constricta","1164_BBS"
"Eragrostis molybdea","B","BBS",NA,"11647","Eragrostis alveiformis","11647_BBS"
"Eragrostis alveiformis","C","NSS",NA,"11647","Eragrostis alveiformis","11647_NSS"
"Eragrostis alveiformis","C","SEH",NA,"11647","Eragrostis alveiformis","11647_SEH"
"Ficus carica","Y","NSS",NA,"11662","Ficus carica","11662_NSS"
"Ulmus procera","Y","NSS",NA,"11704","Ulmus procera","11704_NSS"
"Gamochaeta spp.","Z","BBS",NA,"11722","Gamochaeta spp.","11722_BBS"
"Gamochaeta spp.","Z","MON",NA,"11722","Gamochaeta spp.","11722_MON"
"Gamochaeta spp.","Z","NSS",NA,"11722","Gamochaeta spp.","11722_NSS"
"Gamochaeta spp.","Z","SEH",NA,"11722","Gamochaeta spp.","11722_SEH"
"Rubus anglocandicans","X","BBS",NA,"11733","Rubus anglocandicans","11733_BBS"
"Rubus anglocandicans","Y","NSS",NA,"11733","Rubus anglocandicans","11733_NSS"
"Rubus anglocandicans","Y","SEH",NA,"11733","Rubus anglocandicans","11733_SEH"
"Vitis vinifera","Y","RIV",NA,"11767","Vitis vinifera","11767_RIV"
"Parsonsia eucalyptophylla","C","BBS",NA,"1178","Parsonsia eucalyptophylla","1178_BBS"
"Parsonsia eucalyptophylla","B","NSS",NA,"1178","Parsonsia eucalyptophylla","1178_NSS"
"Senecio bathurstianus","C","BBS",NA,"11809","Senecio bathurstianus","11809_BBS"
"Senecio bathurstianus","C","NSS",NA,"11809","Senecio bathurstianus","11809_NSS"
"Pultenaea setulosa","B","BBS",NA,"11810","Pultenaea setulosa","11810_BBS"
"Pultenaea campbellii","A","NSS",NA,"11810","Pultenaea setulosa","11810_NSS"
"Pultenaea setulosa","A","SEH",NA,"11810","Pultenaea setulosa","11810_SEH"
"Pterostylis despectans","A","RIV",NA,"11821","Pterostylis despectans","11821_RIV"
"Convolvulus clementii","A","NSS",NA,"11840","Convolvulus clementii","11840_NSS"
"Convolvulus clementii","A","RIV",NA,"11840","Convolvulus clementii","11840_RIV"
"Spiranthes australis","A","MON",NA,"11877","Spiranthes australis","11877_MON"
"Spiranthes australis","A","NSS",NA,"11877","Spiranthes australis","11877_NSS"
"Spiranthes australis","A","SEH",NA,"11877","Spiranthes australis","11877_SEH"
"Cheiranthera cyanea","A","BBS",NA,"11929","Cheiranthera linearis","11929_BBS"
"Cheiranthera cyanea","A","MON",NA,"11929","Cheiranthera linearis","11929_MON"
"Cheiranthera cyanea","A","NSS",NA,"11929","Cheiranthera linearis","11929_NSS"
"Cheiranthera cyanea","A","SEH",NA,"11929","Cheiranthera linearis","11929_SEH"
"Psydrax odorata","B","BBS",NA,"11942","Psydrax odorata","11942_BBS"
"Psydrax oleifolia","B","BBS",NA,"11943","Psydrax oleifolia","11943_BBS"
"Lagenophora gracilis","A","BBS",NA,"11959","Lagenophora gracilis","11959_BBS"
"Lagenophora gracilis","B","NSS",NA,"11959","Lagenophora gracilis","11959_NSS"
"Lagenophora stipitata","B","BBS",NA,"11960","Lagenophora stipitata","11960_BBS"
"Lagenophora stipitata","A","MON",NA,"11960","Lagenophora stipitata","11960_MON"
"Lagenophora stipitata","B","NSS",NA,"11960","Lagenophora stipitata","11960_NSS"
"Acrothamnus hookeri","A","MON",NA,"11966","Acrothamnus hookeri","11966_MON"
"Pinus pinea","Y","NSS",NA,"12026","Pinus pinea","12026_NSS"
"Astrotricha ledifolia","A","SEH",NA,"1203","Astrotricha ledifolia","1203_SEH"
"Monachather paradoxa","A","RIV",NA,"12038","Monachather paradoxus","12038_RIV"
"Leiocarpa panaetioides","A","BBS",NA,"12049","Leiocarpa panaetioides","12049_BBS"
"Leiocarpa panaetioides","A","NSS",NA,"12049","Leiocarpa panaetioides","12049_NSS"
"Leiocarpa panaetioides","A","RIV",NA,"12049","Leiocarpa panaetioides","12049_RIV"
"Hymenanthera dentata","C","BBS",NA,"12061","Melicytus dentatus","12061_BBS"
"Melicytus dentatus","B","NSS",NA,"12061","Melicytus dentatus","12061_NSS"
"Hedera helix","Y","NSS",NA,"1207","Hedera helix","1207_NSS"
"Drosera burmanni","A","BBS",NA,"12073","Drosera burmanni","12073_BBS"
"Senna circinnata","B","RIV",NA,"12080","Senna circinnata","12080_RIV"
"Crassula colligata","C","NSS",NA,"12101","Crassula colligata subsp. colligata","12101_NSS"
"Leiocarpa tomentosa","A","BBS",NA,"12105","Leiocarpa tomentosa","12105_BBS"
"Leiocarpa tomentosa","A","RIV",NA,"12105","Leiocarpa tomentosa","12105_RIV"
"Walwhalleya subxerophila","C","BBS",NA,"12112","Walwhalleya subxerophila","12112_BBS"
"Walwhalleya subxerophila","C","NSS",NA,"12112","Walwhalleya subxerophila","12112_NSS"
"Walwhalleya subxerophila","C","RIV",NA,"12112","Walwhalleya subxerophila","12112_RIV"
"Myosotis laxa","Z","MON",NA,"12126","Myosotis laxa subsp. caespitosa","12126_MON"
"Myosotis caespitosa","Z","NSS",NA,"12126","Myosotis laxa subsp. caespitosa","12126_NSS"
"Myosotis laxa","Z","SEH",NA,"12126","Myosotis laxa subsp. caespitosa","12126_SEH"
"Vachellia farnesiana","X","BBS",NA,"12157","Vachellia farnesiana","12157_BBS"
"Lawrencia spicata","A","SEH",NA,"12166","Lawrencia spicata","12166_SEH"
"Hovea graniticola","B","BBS",NA,"12176","Hovea graniticola","12176_BBS"
"Vicia faba","Z","BBS",NA,"12182","Vicia faba","12182_BBS"
"Leiocarpa semicalva","A","BBS",NA,"12185","Leiocarpa semicalva subsp. semicalva","12185_BBS"
"Leiocarpa semicalva","A","RIV",NA,"12185","Leiocarpa semicalva subsp. semicalva","12185_RIV"
"Senecio pinnatifolius","C","BBS",NA,"12221","Senecio pinnatifolius","12221_BBS"
"Senecio pinnatifolius","C","MON",NA,"12221","Senecio pinnatifolius","12221_MON"
"Senecio pinnatifolius","C","NSS",NA,"12221","Senecio pinnatifolius","12221_NSS"
"Calystegia sepium","Y","NSS",NA,"12231","Calystegia sepium subsp. roseata","12231_NSS"
"Convolvulus angustissimus","B","BBS",NA,"12255","Convolvulus angustissimus","12255_BBS"
"Convolvulus angustissimus","C","MON",NA,"12255","Convolvulus angustissimus","12255_MON"
"Convolvulus angustissimus","B","NSS",NA,"12255","Convolvulus angustissimus","12255_NSS"
"Convolvulus angustissimus","B","RIV",NA,"12255","Convolvulus angustissimus","12255_RIV"
"Convolvulus angustissimus","B","SEH",NA,"12255","Convolvulus angustissimus","12255_SEH"
"Gomphocarpus fruticosus","Y","BBS",NA,"1227","Gomphocarpus fruticosus","1227_BBS"
"Solanum parvifolium","A","BBS",NA,"12295","Solanum parvifolium subsp. parvifolium","12295_BBS"
"Marsdenia flavescens","B","NSS",NA,"1231","Marsdenia flavescens","1231_NSS"
"Prasophyllum wilkinsoniorum","A","MON",NA,"12318","Prasophyllum wilkinsoniorum","12318_MON"
"Rhyncharrhena linearis","B","BBS",NA,"1237","Rhyncharrhena linearis","1237_BBS"
"Oxypetalum coeruleum","Y","NSS",NA,"1239","Tweedia coerulea","1239_NSS"
"Glandularia aristigera","Z","BBS",NA,"12422","Glandularia aristigera","12422_BBS"
"Achillea millefolium","Y","MON",NA,"1250","Achillea millefolium","1250_MON"
"Acaena anserovina","C","NSS",NA,"12513","Acaena anserovina","12513_NSS"
"Actinobole uliginosum","A","BBS",NA,"1253","Actinobole uliginosum","1253_BBS"
"Actinobole uliginosum","C","NSS",NA,"1253","Actinobole uliginosum","1253_NSS"
"Actinobole uliginosum","B","RIV",NA,"1253","Actinobole uliginosum","1253_RIV"
"Cassinia hewsoniae","C","SEH",NA,"12550","Cassinia hewsoniae","12550_SEH"
"Ambrosia artemisiifolia","Z","BBS",NA,"1259","Ambrosia artemisiifolia","1259_BBS"
"Ambrosia tenuifolia","X","NSS",NA,"1262","Ambrosia tenuifolia","1262_NSS"
"Ammobium alatum","B","BBS",NA,"1263","Ammobium alatum","1263_BBS"
"Ammobium alatum","A","MON",NA,"1263","Ammobium alatum","1263_MON"
"Ammobium alatum","A","SEH",NA,"1263","Ammobium alatum","1263_SEH"
"Ammobium craspedioides","A","NSS",NA,"1264","Ammobium craspedioides","1264_NSS"
"Ammobium craspedioides","A","SEH",NA,"1264","Ammobium craspedioides","1264_SEH"
"Cassinia ochracea","C","MON",NA,"12710","Cassinia ochracea","12710_MON"
"Arctotheca calendula","Z","BBS",NA,"1273","Arctotheca calendula","1273_BBS"
"Arctotheca calendula","Y","MON",NA,"1273","Arctotheca calendula","1273_MON"
"Arctotheca calendula","Y","NSS",NA,"1273","Arctotheca calendula","1273_NSS"
"Arctotheca calendula","Y","RIV",NA,"1273","Arctotheca calendula","1273_RIV"
"Arctotheca calendula","Y","SEH",NA,"1273","Arctotheca calendula","1273_SEH"
"Eriochlamys squamata","A","RIV",NA,"12744","Eriochlamys squamata","12744_RIV"
"Gamochaeta purpurea","Z","BBS",NA,"12748","Gamochaeta purpurea","12748_BBS"
"Gamochaeta americana","Z","MON",NA,"12748","Gamochaeta purpurea","12748_MON"
"Gamochaeta americana","Z","NSS",NA,"12748","Gamochaeta purpurea","12748_NSS"
"Gamochaeta americana","Z","SEH",NA,"12748","Gamochaeta purpurea","12748_SEH"
"Arrhenechthites mixta","C","MON",NA,"1276","Arrhenechthites mixta","1276_MON"
"Arrhenechthites mixta","Z","NSS",NA,"1276","Arrhenechthites mixta","1276_NSS"
"Leiocarpa brevicompta","B","BBS",NA,"12766","Leiocarpa brevicompta","12766_BBS"
"Leiocarpa brevicompta","A","RIV",NA,"12766","Leiocarpa brevicompta","12766_RIV"
"Leiocarpa leptolepis","A","BBS",NA,"12767","Leiocarpa leptolepis","12767_BBS"
"Leiocarpa leptolepis","A","NSS",NA,"12767","Leiocarpa leptolepis","12767_NSS"
"Leiocarpa leptolepis","A","RIV",NA,"12767","Leiocarpa leptolepis","12767_RIV"
"Leiocarpa websteri","A","RIV",NA,"12769","Leiocarpa websteri","12769_RIV"
"Aster subulatus","Z","BBS",NA,"1280","Aster subulatus","1280_BBS"
"Aster subulatus","Y","MON",NA,"1280","Aster subulatus","1280_MON"
"Aster subulatus","Y","NSS",NA,"1280","Aster subulatus","1280_NSS"
"Aster subulatus","Y","RIV",NA,"1280","Aster subulatus","1280_RIV"
"Aster subulatus","Y","SEH",NA,"1280","Aster subulatus","1280_SEH"
"Bidens pilosa","Y","BBS",NA,"1283","Bidens pilosa","1283_BBS"
"Bidens pilosa","Y","NSS",NA,"1283","Bidens pilosa","1283_NSS"
"Bidens subalternans","Y","BBS",NA,"1284","Bidens subalternans","1284_BBS"
"Bidens subalternans","Y","NSS",NA,"1284","Bidens subalternans","1284_NSS"
"Alyssum alyssoides","Z","MON",NA,"12843","Alyssum alyssoides","12843_MON"
"Hibiscus trionum var. trionum","A","MON",NA,"13203","Hibiscus trionum var. trionum","13203_MON"
"Sannantha cunninghamii","C","BBS",NA,"13298","Sannantha cunninghamii","13298_BBS"
"Baeckea cunninghamii","B","NSS",NA,"13298","Sannantha cunninghamii","13298_NSS"
"Calocephalus citreus","A","MON",NA,"1330","Calocephalus citreus","1330_MON"
"Calocephalus citreus","A","NSS",NA,"1330","Calocephalus citreus","1330_NSS"
"Calocephalus citreus","A","RIV",NA,"1330","Calocephalus citreus","1330_RIV"
"Calocephalus citreus","A","SEH",NA,"1330","Calocephalus citreus","1330_SEH"
"Calocephalus sonderi","A","BBS",NA,"1332","Calocephalus sonderi","1332_BBS"
"Calocephalus sonderi","A","NSS",NA,"1332","Calocephalus sonderi","1332_NSS"
"Calocephalus sonderi","A","RIV",NA,"1332","Calocephalus sonderi","1332_RIV"
"Diuris callitrophila","A","NSS",NA,"13323","Diuris callitrophila","13323_NSS"
