"Scientific_Name","sig","Bioregion","conditions","speciesID","currentScientificName","combo"
"Pennisetum alopecuroides","C","BBS",NA,"14952","Cenchrus purpurascens","14952_BBS"
"Pennisetum alopecuroides","A","MON",NA,"14952","Cenchrus purpurascens","14952_MON"
"Pennisetum alopecuroides","B","NSS",NA,"14952","Cenchrus purpurascens","14952_NSS"
"Pennisetum alopecuroides","A","SEH",NA,"14952","Cenchrus purpurascens","14952_SEH"
"Spartothamnella juncea","B","BBS",NA,"14963","Teucrium junceum","14963_BBS"
"Helichrysum rutidolepis","A","RIV",NA,"1502","Helichrysum rutidolepis","1502_RIV"
"Chenopodium carinatum","C","BBS",NA,"15125","Dysphania carinata","15125_BBS"
"Chenopodium carinatum","C","NSS",NA,"15125","Dysphania carinata","15125_NSS"
"Citrullus lanatus","Z","BBS",NA,"15126","Citrullus amarus","15126_BBS"
"Citrullus lanatus","Z","NSS",NA,"15126","Citrullus amarus","15126_NSS"
"Citrullus lanatus","Z","RIV",NA,"15126","Citrullus amarus","15126_RIV"
"Dichondra sp. A","B","BBS",NA,"15127","Dichondra sp. Inglewood","15127_BBS"
"Dichondra sp. A","C","MON",NA,"15127","Dichondra sp. Inglewood","15127_MON"
"Dichondra sp. A","C","NSS",NA,"15127","Dichondra sp. Inglewood","15127_NSS"
"Dichondra sp. A","C","RIV",NA,"15127","Dichondra sp. Inglewood","15127_RIV"
"Dichondra sp. A","B","SEH",NA,"15127","Dichondra sp. Inglewood","15127_SEH"
"Desmodium brachypodum","A","BBS",NA,"15128","Oxytes brachypoda","15128_BBS"
"Oxytes brachypoda","A","MON",NA,"15128","Oxytes brachypoda","15128_MON"
"Oxytes brachypoda","A","NSS",NA,"15128","Oxytes brachypoda","15128_NSS"
"Desmodium brachypodum","A","SEH",NA,"15128","Oxytes brachypoda","15128_SEH"
"Hedypnois rhagadioloides","Y","BBS",NA,"15129","Leontodon rhagadioloides","15129_BBS"
"Hedypnois rhagadioloides","Z","NSS",NA,"15129","Leontodon rhagadioloides","15129_NSS"
"Hedypnois rhagadioloides","Z","RIV",NA,"15129","Leontodon rhagadioloides","15129_RIV"
"Oncinocalyx betchei","B","BBS",NA,"15130","Teucrium betchei","15130_BBS"
"Cassinia adunca","C","BBS",NA,"15166","Cassinia heleniae","15166_BBS"
"Cassinia adunca","C","NSS",NA,"15166","Cassinia heleniae","15166_NSS"
"Lomandra nana","B","NSS",NA,"15181","Lomandra nana","15181_NSS"
"Hypochaeris glabra","Z","BBS",NA,"1540","Hypochaeris glabra","1540_BBS"
"Hypochaeris glabra","Z","MON",NA,"1540","Hypochaeris glabra","1540_MON"
"Hypochaeris glabra","Z","NSS",NA,"1540","Hypochaeris glabra","1540_NSS"
"Hypochaeris glabra","Y","RIV",NA,"1540","Hypochaeris glabra","1540_RIV"
"Hypochaeris glabra","Z","SEH",NA,"1540","Hypochaeris glabra","1540_SEH"
"Isoetopsis graminifolia","A","BBS",NA,"1542","Isoetopsis graminifolia","1542_BBS"
"Isoetopsis graminifolia","A","MON",NA,"1542","Isoetopsis graminifolia","1542_MON"
"Isoetopsis graminifolia","B","NSS",NA,"1542","Isoetopsis graminifolia","1542_NSS"
"Isoetopsis graminifolia","A","RIV",NA,"1542","Isoetopsis graminifolia","1542_RIV"
"Isoetopsis graminifolia","A","SEH",NA,"1542","Isoetopsis graminifolia","1542_SEH"
"Lactuca saligna","Z","BBS",NA,"1549","Lactuca saligna","1549_BBS"
"Lactuca saligna","Z","NSS",NA,"1549","Lactuca saligna","1549_NSS"
"Lactuca serriola","Z","BBS",NA,"1550","Lactuca serriola","1550_BBS"
"Lactuca serriola","Z","MON",NA,"1550","Lactuca serriola","1550_MON"
"Lactuca serriola","Z","NSS",NA,"1550","Lactuca serriola","1550_NSS"
"Lactuca serriola","Z","RIV",NA,"1550","Lactuca serriola","1550_RIV"
"Lactuca serriola","Z","SEH",NA,"1550","Lactuca serriola","1550_SEH"
"Lagenifera stipitata","A","SEH",NA,"1551","Lagenifera stipitata","1551_SEH"
"Leptorhynchos elongatus","A","BBS",NA,"1554","Leptorhynchos elongatus","1554_BBS"
"Leptorhynchos elongatus","A","MON",NA,"1554","Leptorhynchos elongatus","1554_MON"
"Leptorhynchos elongatus","A","NSS",NA,"1554","Leptorhynchos elongatus","1554_NSS"
"Leptorhynchos elongatus","A","RIV",NA,"1554","Leptorhynchos elongatus","1554_RIV"
"Leptorhynchos elongatus","A","SEH",NA,"1554","Leptorhynchos elongatus","1554_SEH"
"Leptorhynchos squamatus","A","BBS",NA,"1557","Leptorhynchos squamatus","1557_BBS"
"Leptorhynchos squamatus","A","MON",NA,"1557","Leptorhynchos squamatus","1557_MON"
"Leptorhynchos squamatus","A","NSS",NA,"1557","Leptorhynchos squamatus","1557_NSS"
"Leptorhynchos squamatus","A","RIV",NA,"1557","Leptorhynchos squamatus","1557_RIV"
"Leptorhynchos squamatus","A","SEH",NA,"1557","Leptorhynchos squamatus","1557_SEH"
"Leptorhynchos tetrachaetus","A","RIV",NA,"1558","Leptorhynchos tetrachaetus","1558_RIV"
"Leptorhynchos waitzia","A","RIV",NA,"1559","Leptorhynchos waitzia","1559_RIV"
"Leucanthemum vulgare","X","MON",NA,"1560","Leucanthemum vulgare","1560_MON"
"Leucanthemum vulgare","X","NSS",NA,"1560","Leucanthemum vulgare","1560_NSS"
"Leucanthemum vulgare","X","SEH",NA,"1560","Leucanthemum vulgare","1560_SEH"
"Microseris lanceolata","A","BBS",NA,"1566","Microseris lanceolata","1566_BBS"
"Microseris lanceolata","A","MON",NA,"1566","Microseris lanceolata","1566_MON"
"Microseris lanceolata","A","NSS",NA,"1566","Microseris lanceolata","1566_NSS"
"Microseris lanceolata","A","RIV",NA,"1566","Microseris lanceolata","1566_RIV"
"Microseris lanceolata","A","SEH",NA,"1566","Microseris lanceolata","1566_SEH"
"Minuria cunninghamii","A","BBS",NA,"1571","Minuria cunninghamii","1571_BBS"
"Minuria cunninghamii","A","RIV",NA,"1571","Minuria cunninghamii","1571_RIV"
"Minuria denticulata","A","NSS",NA,"1572","Minuria denticulata","1572_NSS"
"Minuria denticulata","A","RIV",NA,"1572","Minuria denticulata","1572_RIV"
"Minuria integerrima","A","RIV",NA,"1573","Minuria integerrima","1573_RIV"
"Minuria leptophylla","A","BBS",NA,"1574","Minuria leptophylla","1574_BBS"
"Minuria leptophylla","A","RIV",NA,"1574","Minuria leptophylla","1574_RIV"
"Myriocephalus rhizocephalus","B","RIV",NA,"1576","Myriocephalus rhizocephalus","1576_RIV"
"Olearia alpicola","B","BBS",NA,"1579","Olearia alpicola","1579_BBS"
"Olearia elliptica","C","BBS",NA,"1590","Olearia elliptica","1590_BBS"
"Olearia elliptica","B","NSS",NA,"1590","Olearia elliptica","1590_NSS"
"Olearia erubescens","A","MON",NA,"1591","Olearia erubescens","1591_MON"
"Olearia iodochroa","A","MON",NA,"1596","Olearia iodochroa","1596_MON"
"Olearia lepidophylla","B","NSS",NA,"1597","Olearia lepidophylla","1597_NSS"
"Olearia microphylla","B","NSS",NA,"1601","Olearia microphylla","1601_NSS"
"Olearia pimeleoides","C","BBS",NA,"1608","Olearia pimeleoides","1608_BBS"
"Olearia pimeleoides","B","NSS",NA,"1608","Olearia pimeleoides","1608_NSS"
"Olearia pimeleoides","A","RIV",NA,"1608","Olearia pimeleoides","1608_RIV"
"Olearia viscidula","C","BBS",NA,"1618","Olearia viscidula","1618_BBS"
"Olearia viscidula","B","NSS",NA,"1618","Olearia viscidula","1618_NSS"
"Onopordum acaulon","Y","NSS",NA,"1620","Onopordum acaulon","1620_NSS"
"Onopordum acaulon","Y","RIV",NA,"1620","Onopordum acaulon","1620_RIV"
"Pluchea dentex","A","BBS",NA,"1628","Pluchea dentex","1628_BBS"
"Podolepis arachnoidea","A","BBS",NA,"1629","Podolepis arachnoidea","1629_BBS"
"Podolepis arachnoidea","A","NSS",NA,"1629","Podolepis arachnoidea","1629_NSS"
"Podolepis arachnoidea","A","RIV",NA,"1629","Podolepis arachnoidea","1629_RIV"
"Podolepis canescens","A","NSS",NA,"1630","Podolepis canescens","1630_NSS"
"Podolepis canescens","A","RIV",NA,"1630","Podolepis canescens","1630_RIV"
"Podolepis hieracioides","A","BBS",NA,"1632","Podolepis hieracioides","1632_BBS"
"Podolepis hieracioides","A","MON",NA,"1632","Podolepis hieracioides","1632_MON"
"Podolepis hieracioides","A","SEH",NA,"1632","Podolepis hieracioides","1632_SEH"
"Podolepis jaceoides","A","BBS",NA,"1633","Podolepis jaceoides","1633_BBS"
"Podolepis jaceoides","A","MON",NA,"1633","Podolepis jaceoides","1633_MON"
"Podolepis jaceoides","A","NSS",NA,"1633","Podolepis jaceoides","1633_NSS"
"Podolepis jaceoides","A","RIV",NA,"1633","Podolepis jaceoides","1633_RIV"
"Podolepis jaceoides","A","SEH",NA,"1633","Podolepis jaceoides","1633_SEH"
"Podolepis muelleri","A","BBS",NA,"1635","Podolepis muelleri","1635_BBS"
"Podolepis muelleri","A","RIV",NA,"1635","Podolepis muelleri","1635_RIV"
"Podolepis neglecta","A","BBS",NA,"1636","Podolepis neglecta","1636_BBS"
"Podolepis neglecta","A","NSS",NA,"1636","Podolepis neglecta","1636_NSS"
"Podolepis robusta","A","RIV",NA,"1637","Podolepis robusta","1637_RIV"
"Rutidosis leiolepis","A","MON",NA,"1644","Rutidosis leiolepis","1644_MON"
"Rutidosis leptorrhynchoides","A","MON",NA,"1645","Rutidosis leptorrhynchoides","1645_MON"
"Rutidosis leptorrhynchoides","A","SEH",NA,"1645","Rutidosis leptorrhynchoides","1645_SEH"
"Siloxerus multiflorus","B","NSS",NA,"1646","Rutidosis multiflora","1646_NSS"
"Rutidosis multiflora","A","SEH",NA,"1646","Rutidosis multiflora","1646_SEH"
"Senecio bipinnatisectus","C","BBS",NA,"1653","Senecio bipinnatisectus","1653_BBS"
"Senecio bipinnatisectus","C","NSS",NA,"1653","Senecio bipinnatisectus","1653_NSS"
"Senecio glomeratus","C","MON",NA,"1660","Senecio glomeratus","1660_MON"
"Senecio glomeratus","C","NSS",NA,"1660","Senecio glomeratus","1660_NSS"
"Senecio glossanthus","C","RIV",NA,"1661","Senecio glossanthus","1661_RIV"
"Senecio hispidulus","C","BBS",NA,"1664","Senecio hispidulus","1664_BBS"
"Senecio hispidulus","C","MON",NA,"1664","Senecio hispidulus","1664_MON"
"Senecio hispidulus","C","NSS",NA,"1664","Senecio hispidulus","1664_NSS"
"Senecio hispidulus","C","RIV",NA,"1664","Senecio hispidulus","1664_RIV"
"Senecio hispidulus","C","SEH",NA,"1664","Senecio hispidulus","1664_SEH"
"Senecio jacobaea","Z","NSS",NA,"1665","Senecio jacobaea","1665_NSS"
"Senecio lautus","C","BBS",NA,"1666","Senecio lautus","1666_BBS"
"Senecio lautus","C","NSS",NA,"1666","Senecio lautus","1666_NSS"
"Senecio linearifolius","A","BBS",NA,"1667","Senecio linearifolius","1667_BBS"
"Senecio linearifolius","B","MON",NA,"1667","Senecio linearifolius","1667_MON"
"Senecio linearifolius","C","NSS",NA,"1667","Senecio linearifolius","1667_NSS"
"Senecio linearifolius","A","SEH",NA,"1667","Senecio linearifolius","1667_SEH"
"Senecio quadridentatus","C","BBS",NA,"1675","Senecio quadridentatus","1675_BBS"
"Senecio quadridentatus","C","MON",NA,"1675","Senecio quadridentatus","1675_MON"
"Senecio quadridentatus","C","NSS",NA,"1675","Senecio quadridentatus","1675_NSS"
"Senecio quadridentatus","C","RIV",NA,"1675","Senecio quadridentatus","1675_RIV"
"Senecio quadridentatus","C","SEH",NA,"1675","Senecio quadridentatus","1675_SEH"
"Senecio runcinifolius","C","RIV",NA,"1676","Senecio runcinifolius","1676_RIV"
"Senecio vagus","C","NSS",NA,"1679","Senecio vagus","1679_NSS"
"Silybum marianum","Y","BBS",NA,"1684","Silybum marianum","1684_BBS"
"Silybum marianum","Y","NSS",NA,"1684","Silybum marianum","1684_NSS"
"Silybum marianum","Y","RIV",NA,"1684","Silybum marianum","1684_RIV"
"Soliva stolonifera","Z","BBS",NA,"1688","Soliva stolonifera","1688_BBS"
"Sonchus asper","Z","BBS",NA,"1689","Sonchus asper","1689_BBS"
"Sonchus asper","Z","MON",NA,"1689","Sonchus asper","1689_MON"
"Sonchus asper","Z","NSS",NA,"1689","Sonchus asper","1689_NSS"
"Sonchus asper","Z","RIV",NA,"1689","Sonchus asper","1689_RIV"
"Sonchus asper","Z","SEH",NA,"1689","Sonchus asper","1689_SEH"
"Sonchus oleraceus","Z","BBS",NA,"1690","Sonchus oleraceus","1690_BBS"
"Sonchus oleraceus","Z","MON",NA,"1690","Sonchus oleraceus","1690_MON"
"Sonchus oleraceus","Z","NSS",NA,"1690","Sonchus oleraceus","1690_NSS"
"Sonchus oleraceus","Z","RIV",NA,"1690","Sonchus oleraceus","1690_RIV"
"Sonchus oleraceus","Z","SEH",NA,"1690","Sonchus oleraceus","1690_SEH"
"Stuartina hamata","C","BBS",NA,"1693","Stuartina hamata","1693_BBS"
"Stuartina hamata","C","MON",NA,"1693","Stuartina hamata","1693_MON"
"Stuartina hamata","C","NSS",NA,"1693","Stuartina hamata","1693_NSS"
"Stuartina hamata","C","SEH",NA,"1693","Stuartina hamata","1693_SEH"
"Stuartina muelleri","C","BBS",NA,"1694","Stuartina muelleri","1694_BBS"
"Stuartina muelleri","C","MON",NA,"1694","Stuartina muelleri","1694_MON"
"Stuartina muelleri","C","NSS",NA,"1694","Stuartina muelleri","1694_NSS"
"Stuartina muelleri","C","RIV",NA,"1694","Stuartina muelleri","1694_RIV"
"Stuartina muelleri","C","SEH",NA,"1694","Stuartina muelleri","1694_SEH"
"Tagetes minuta","Y","BBS",NA,"1695","Tagetes minuta","1695_BBS"
"Tagetes minuta","Z","NSS",NA,"1695","Tagetes minuta","1695_NSS"
"Taraxacum officinale","Y","BBS",NA,"1698","Taraxacum officinale","1698_BBS"
"Taraxacum officinale","Y","MON",NA,"1698","Taraxacum officinale","1698_MON"
"Taraxacum officinale","Y","NSS",NA,"1698","Taraxacum officinale","1698_NSS"
"Taraxacum officinale","Y","RIV",NA,"1698","Taraxacum officinale","1698_RIV"
"Taraxacum officinale","Y","SEH",NA,"1698","Taraxacum officinale","1698_SEH"
"Tragopogon dubius","Y","MON",NA,"1703","Tragopogon dubius","1703_MON"
"Tragopogon dubius","Z","NSS",NA,"1703","Tragopogon dubius","1703_NSS"
"Tragopogon dubius","Y","RIV",NA,"1703","Tragopogon dubius","1703_RIV"
"Tragopogon dubius","Y","SEH",NA,"1703","Tragopogon dubius","1703_SEH"
"Vittadinia cervicularis","C","BBS",NA,"1709","Vittadinia cervicularis","1709_BBS"
"Vittadinia cervicularis","C","NSS",NA,"1709","Vittadinia cervicularis","1709_NSS"
"Vittadinia cervicularis","B","RIV",NA,"1709","Vittadinia cervicularis","1709_RIV"
"Vittadinia cuneata","C","BBS",NA,"1711","Vittadinia cuneata","1711_BBS"
"Vittadinia cuneata","C","MON",NA,"1711","Vittadinia cuneata","1711_MON"
"Vittadinia cuneata","C","NSS",NA,"1711","Vittadinia cuneata","1711_NSS"
"Vittadinia cuneata","C","RIV",NA,"1711","Vittadinia cuneata","1711_RIV"
"Vittadinia cuneata","B","SEH",NA,"1711","Vittadinia cuneata","1711_SEH"
"Vittadinia dissecta","C","BBS",NA,"1712","Vittadinia dissecta","1712_BBS"
"Vittadinia dissecta","C","NSS",NA,"1712","Vittadinia dissecta","1712_NSS"
"Vittadinia eremaea","C","BBS",NA,"1713","Vittadinia eremaea","1713_BBS"
"Vittadinia gracilis","C","MON",NA,"1714","Vittadinia gracilis","1714_MON"
"Vittadinia gracilis","C","NSS",NA,"1714","Vittadinia gracilis","1714_NSS"
"Vittadinia gracilis","C","RIV",NA,"1714","Vittadinia gracilis","1714_RIV"
"Vittadinia gracilis","B","SEH",NA,"1714","Vittadinia gracilis","1714_SEH"
"Vittadinia muelleri","C","BBS",NA,"1716","Vittadinia muelleri","1716_BBS"
"Vittadinia muelleri","C","MON",NA,"1716","Vittadinia muelleri","1716_MON"
"Vittadinia muelleri","C","NSS",NA,"1716","Vittadinia muelleri","1716_NSS"
"Vittadinia muelleri","B","SEH",NA,"1716","Vittadinia muelleri","1716_SEH"
"Vittadinia pterochaeta","C","BBS",NA,"1717","Vittadinia pterochaeta","1717_BBS"
"Vittadinia pterochaeta","C","NSS",NA,"1717","Vittadinia pterochaeta","1717_NSS"
"Vittadinia pterochaeta","A","RIV",NA,"1717","Vittadinia pterochaeta","1717_RIV"
"Vittadinia sulcata","C","BBS",NA,"1719","Vittadinia sulcata","1719_BBS"
"Vittadinia sulcata","C","NSS",NA,"1719","Vittadinia sulcata","1719_NSS"
"Vittadinia sulcata","B","RIV",NA,"1719","Vittadinia sulcata","1719_RIV"
"Xanthium orientale","Y","NSS",NA,"1728","Xanthium orientale","1728_NSS"
"Xanthium spinosum","Z","BBS",NA,"1729","Xanthium spinosum","1729_BBS"
"Xanthium spinosum","Y","MON",NA,"1729","Xanthium spinosum","1729_MON"
"Xanthium spinosum","Y","NSS",NA,"1729","Xanthium spinosum","1729_NSS"
"Xanthium spinosum","Y","RIV",NA,"1729","Xanthium spinosum","1729_RIV"
"Xanthium spinosum","Y","SEH",NA,"1729","Xanthium spinosum","1729_SEH"
"Pandorea pandorana","B","BBS",NA,"1740","Pandorea pandorana","1740_BBS"
"Pandorea pandorana","B","NSS",NA,"1740","Pandorea pandorana","1740_NSS"
"Amsinckia intermedia","Z","NSS",NA,"1743","Amsinckia intermedia","1743_NSS"
"Amsinckia intermedia","Z","RIV",NA,"1743","Amsinckia intermedia","1743_RIV"
"Cynoglossum australe","B","BBS",NA,"1747","Cynoglossum australe","1747_BBS"
"Cynoglossum australe","A","MON",NA,"1747","Cynoglossum australe","1747_MON"
"Cynoglossum australe","A","RIV",NA,"1747","Cynoglossum australe","1747_RIV"
"Cynoglossum australe","B","SEH",NA,"1747","Cynoglossum australe","1747_SEH"
"Echium plantagineum","Y","BBS",NA,"1751","Echium plantagineum","1751_BBS"
"Echium plantagineum","Y","MON",NA,"1751","Echium plantagineum","1751_MON"
"Echium plantagineum","Y","NSS",NA,"1751","Echium plantagineum","1751_NSS"
"Echium plantagineum","Y","RIV",NA,"1751","Echium plantagineum","1751_RIV"
"Echium plantagineum","Y","SEH",NA,"1751","Echium plantagineum","1751_SEH"
"Echium vulgare","Y","BBS",NA,"1752","Echium vulgare","1752_BBS"
"Echium vulgare","Y","MON",NA,"1752","Echium vulgare","1752_MON"
"Echium vulgare","Y","NSS",NA,"1752","Echium vulgare","1752_NSS"
"Echium vulgare","Y","RIV",NA,"1752","Echium vulgare","1752_RIV"
"Echium vulgare","Y","SEH",NA,"1752","Echium vulgare","1752_SEH"
"Ehretia membranifolia","B","BBS",NA,"1754","Ehretia membranifolia","1754_BBS"
"Halgania cyanea","C","BBS",NA,"1755","Halgania cyanea","1755_BBS"
"Heliotropium amplexicaule","X","BBS",NA,"1758","Heliotropium amplexicaule","1758_BBS"
"Heliotropium amplexicaule","Y","NSS",NA,"1758","Heliotropium amplexicaule","1758_NSS"
"Heliotropium curassavicum","Y","RIV",NA,"1760","Heliotropium curassavicum","1760_RIV"
"Heliotropium europaeum","Y","BBS",NA,"1761","Heliotropium europaeum","1761_BBS"
"Heliotropium europaeum","Y","RIV",NA,"1761","Heliotropium europaeum","1761_RIV"
"Heliotropium supinum","Y","NSS",NA,"1762","Heliotropium supinum","1762_NSS"
"Myosotis australis","A","MON",NA,"1765","Myosotis australis","1765_MON"
"Myosotis australis","B","NSS",NA,"1765","Myosotis australis","1765_NSS"
"Myosotis discolor","Z","MON",NA,"1767","Myosotis discolor","1767_MON"
"Myosotis discolor","Z","NSS",NA,"1767","Myosotis discolor","1767_NSS"
"Myosotis discolor","Z","SEH",NA,"1767","Myosotis discolor","1767_SEH"
"Neatostema apulum","Z","MON",NA,"1770","Neatostema apulum","1770_MON"
"Neatostema apulum","Z","NSS",NA,"1770","Neatostema apulum","1770_NSS"
"Neatostema apulum","Z","RIV",NA,"1770","Neatostema apulum","1770_RIV"
"Neatostema apulum","Z","SEH",NA,"1770","Neatostema apulum","1770_SEH"
"Plagiobothrys elachanthus","A","RIV",NA,"1773","Plagiobothrys elachanthus","1773_RIV"
"Alyssum linifolium","Z","RIV",NA,"1775","Alyssum linifolium","1775_RIV"
"Arabidella nasturtium","C","RIV",NA,"1778","Arabidella nasturtium","1778_RIV"
"Brassica nigra","Z","NSS",NA,"1788","Brassica nigra","1788_NSS"
"Brassica tournefortii","Z","RIV",NA,"1790","Brassica tournefortii","1790_RIV"
"Capsella bursa-pastoris","Z","BBS",NA,"1794","Capsella bursa-pastoris","1794_BBS"
"Capsella bursa-pastoris","Z","MON",NA,"1794","Capsella bursa-pastoris","1794_MON"
"Capsella bursa-pastoris","Z","NSS",NA,"1794","Capsella bursa-pastoris","1794_NSS"
"Capsella bursa-pastoris","Z","RIV",NA,"1794","Capsella bursa-pastoris","1794_RIV"
"Capsella bursa-pastoris","Z","SEH",NA,"1794","Capsella bursa-pastoris","1794_SEH"
"Cardamine hirsuta","Z","MON",NA,"1795","Cardamine hirsuta","1795_MON"
"Cardamine lilacina","A","BBS",NA,"1796","Cardamine lilacina","1796_BBS"
"Cardamine lilacina","*","MON",NA,"1796","Cardamine lilacina","1796_MON"
"Carrichtera annua","Z","NSS",NA,"1798","Carrichtera annua","1798_NSS"
"Carrichtera annua","Z","RIV",NA,"1798","Carrichtera annua","1798_RIV"
"Cuphonotus humistratus","B","NSS",NA,"1802","Cuphonotus humistratus","1802_NSS"
"Cuphonotus humistratus","C","RIV",NA,"1802","Cuphonotus humistratus","1802_RIV"
"Drabastrum alpestre","A","MON",NA,"1806","Drabastrum alpestre","1806_MON"
"Erophila verna","Z","MON",NA,"1807","Erophila verna","1807_MON"
"Erophila verna","Z","NSS",NA,"1807","Erophila verna","1807_NSS"
"Erophila verna","Z","SEH",NA,"1807","Erophila verna","1807_SEH"
"Geococcus pusillus","C","BBS",NA,"1810","Geococcus pusillus","1810_BBS"
"Geococcus pusillus","C","RIV",NA,"1810","Geococcus pusillus","1810_RIV"
"Harmsiodoxa blennodioides","C","BBS",NA,"1811","Harmsiodoxa blennodioides","1811_BBS"
"Harmsiodoxa brevipes","C","BBS",NA,"1812","Harmsiodoxa brevipes","1812_BBS"
"Harmsiodoxa puberula","C","BBS",NA,"1813","Harmsiodoxa puberula","1813_BBS"
"Hirschfeldia incana","Y","BBS",NA,"1814","Hirschfeldia incana","1814_BBS"
"Hirschfeldia incana","Z","MON",NA,"1814","Hirschfeldia incana","1814_MON"
"Hirschfeldia incana","Z","NSS",NA,"1814","Hirschfeldia incana","1814_NSS"
"Hirschfeldia incana","Y","RIV",NA,"1814","Hirschfeldia incana","1814_RIV"
"Hirschfeldia incana","Z","SEH",NA,"1814","Hirschfeldia incana","1814_SEH"
"Lepidium africanum","Z","BBS",NA,"1815","Lepidium africanum","1815_BBS"
"Lepidium africanum","Y","MON",NA,"1815","Lepidium africanum","1815_MON"
"Lepidium africanum","Z","NSS",NA,"1815","Lepidium africanum","1815_NSS"
"Lepidium africanum","Z","RIV",NA,"1815","Lepidium africanum","1815_RIV"
"Lepidium africanum","Z","SEH",NA,"1815","Lepidium africanum","1815_SEH"
"Lepidium bonariense","Z","BBS",NA,"1817","Lepidium bonariense","1817_BBS"
"Lepidium bonariense","Z","NSS",NA,"1817","Lepidium bonariense","1817_NSS"
"Lepidium fasciculatum","A","BBS",NA,"1820","Lepidium fasciculatum","1820_BBS"
"Lepidium fasciculatum","A","NSS",NA,"1820","Lepidium fasciculatum","1820_NSS"
"Lepidium hyssopifolium","A","BBS",NA,"1822","Lepidium hyssopifolium","1822_BBS"
"Lepidium hyssopifolium","A","SEH",NA,"1822","Lepidium hyssopifolium","1822_SEH"
"Lepidium monoplocoides","Z","NSS",NA,"1824","Lepidium monoplocoides","1824_NSS"
"Lepidium monoplocoides","A","RIV",NA,"1824","Lepidium monoplocoides","1824_RIV"
"Lepidium papillosum","B","RIV",NA,"1827","Lepidium papillosum","1827_RIV"
"Lepidium phlebopetalum","A","RIV",NA,"1829","Lepidium phlebopetalum","1829_RIV"
"Lepidium sagittulatum","B","BBS",NA,"1831","Lepidium sagittulatum","1831_BBS"
"Raphanus raphanistrum","Z","NSS",NA,"1839","Raphanus raphanistrum","1839_NSS"
"Rapistrum rugosum","Y","BBS",NA,"1841","Rapistrum rugosum","1841_BBS"
"Rapistrum rugosum","Z","NSS",NA,"1841","Rapistrum rugosum","1841_NSS"
"Rapistrum rugosum","Z","RIV",NA,"1841","Rapistrum rugosum","1841_RIV"
"Rorippa eustylis","B","RIV",NA,"1843","Rorippa eustylis","1843_RIV"
"Rorippa nasturtium-aquaticum","Z","MON",NA,"1848","Rorippa nasturtium-aquaticum","1848_MON"
"Sisymbrium erysimoides","Z","RIV",NA,"1852","Sisymbrium erysimoides","1852_RIV"
"Sisymbrium irio","Z","BBS",NA,"1853","Sisymbrium irio","1853_BBS"
"Sisymbrium irio","Z","NSS",NA,"1853","Sisymbrium irio","1853_NSS"
"Sisymbrium irio","Z","RIV",NA,"1853","Sisymbrium irio","1853_RIV"
"Sisymbrium officinale","Z","BBS",NA,"1854","Sisymbrium officinale","1854_BBS"
"Sisymbrium officinale","Z","MON",NA,"1854","Sisymbrium officinale","1854_MON"
"Sisymbrium officinale","Z","NSS",NA,"1854","Sisymbrium officinale","1854_NSS"
"Sisymbrium officinale","Z","RIV",NA,"1854","Sisymbrium officinale","1854_RIV"
"Sisymbrium officinale","Z","SEH",NA,"1854","Sisymbrium officinale","1854_SEH"
"Brunonia australis","A","BBS",NA,"1863","Brunonia australis","1863_BBS"
"Brunonia australis","A","NSS",NA,"1863","Brunonia australis","1863_NSS"
"Brunonia australis","A","SEH",NA,"1863","Brunonia australis","1863_SEH"
"Cylindropuntia imbricata","Y","NSS",NA,"1868","Cylindropuntia imbricata","1868_NSS"
"Opuntia aurantiaca","X","BBS",NA,"1872","Opuntia aurantiaca","1872_BBS"
"Opuntia aurantiaca","Y","NSS",NA,"1872","Opuntia aurantiaca","1872_NSS"
"Opuntia stricta","X","BBS",NA,"1875","Opuntia stricta","1875_BBS"
"Opuntia stricta","Y","NSS",NA,"1875","Opuntia stricta","1875_NSS"
"Isotoma axillaris","A","SEH",NA,"1913","Isotoma axillaris","1913_SEH"
"Isotoma fluviatilis","C","BBS",NA,"1914","Isotoma fluviatilis","1914_BBS"
"Isotoma fluviatilis","A","MON",NA,"1914","Isotoma fluviatilis","1914_MON"
"Isotoma fluviatilis","B","NSS",NA,"1914","Isotoma fluviatilis","1914_NSS"
"Isotoma fluviatilis","A","SEH",NA,"1914","Isotoma fluviatilis","1914_SEH"
"Lobelia gibbosa","*","MON",NA,"1917","Lobelia gibbosa","1917_MON"
"Lobelia gibbosa","A","NSS",NA,"1917","Lobelia gibbosa","1917_NSS"
"Lobelia gibbosa","A","SEH",NA,"1917","Lobelia gibbosa","1917_SEH"
"Wahlenbergia ceracea","C","MON",NA,"1928","Wahlenbergia ceracea","1928_MON"
"Wahlenbergia communis","C","BBS",NA,"1929","Wahlenbergia communis","1929_BBS"
"Wahlenbergia communis","C","MON",NA,"1929","Wahlenbergia communis","1929_MON"
"Wahlenbergia communis","B","NSS",NA,"1929","Wahlenbergia communis","1929_NSS"
"Wahlenbergia communis","B","RIV",NA,"1929","Wahlenbergia communis","1929_RIV"
"Wahlenbergia communis","B","SEH",NA,"1929","Wahlenbergia communis","1929_SEH"
"Wahlenbergia fluminalis","B","RIV",NA,"1931","Wahlenbergia fluminalis","1931_RIV"
"Wahlenbergia gloriosa","*","MON",NA,"1932","Wahlenbergia gloriosa","1932_MON"
